"workerid","contextWithSuper","strength","trial_num","target","degree","leftResponse","adjective","super_category","form","names","context","rightResponse","contextWithSuperPronoun","response","condition","sub_category"
62," is sitting at a cafe watching people go by and sees a professional gymnast.",1,15," tall","height","No","tall","people","positive","Gary"," sees a professional gymnast.","Yes",NA,0,"context","gymnast"
63," is in the produce section of the supermarket and picks up an apple.",2,1,"light","weight","No","light","produce","negative","Maya"," picks up an apple.","Yes",NA,0,"context","apple"
63," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,2,"cheap","price","No","cheap","kitchen appliances","negative","John"," finds a bottle opener and looks at the price.","Yes",NA,1,"context","bottle opener"
63," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,3,"warm","temperature","No","warm","days of the year","positive","Charles"," lives in Maryland and steps outside in Summer.","Yes",NA,1,"context","day in Summer"
63," is sitting at a cafe watching people go by and sees a professional gymnast.",1,4," tall","height","No","tall","people","positive","Tom"," sees a professional gymnast.","Yes",NA,1,"context","gymnast"
63," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,5,"expensive","price","No","expensive","kitchen appliances","positive","Gary"," finds a dishwasher and looks at the price.","Yes",NA,1,"context","dishwasher"
63," is sitting at a cafe watching people go by and sees a professional basketball player.",3,6," short","height","No","short","people","negative","William"," sees a professional basketball player.","Yes",NA,0,"context","basketball player"
63," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,7,"cold","temperature","No","cold","days of the year","negative","Stephanie"," lives in Maryland and steps outside in Fall.","Yes",NA,1,"context","day in Fall"
63," is searching for things to watch online with their friend and finds a video of a cute animal.",1,8,"long","time","No","long","things you watch online","positive","Josh"," finds a video of a cute animal to watch online with their friend.","Yes",NA,0,"context","video of the cute animal"
63," is in the produce section of the supermarket and picks up a grape.",1,9,"heavy","weight","No","heavy","produce","positive","Jennifer"," picks up a grape.","Yes",NA,0,"context","grape"
63," is sitting at a cafe watching people go by and sees a professional soccer player.",2,10," short","height","No","short","people","negative","Lee"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
63," is in the produce section of the supermarket and picks up a watermelon.",3,11,"light","weight","No","light","produce","negative","Mika"," picks up a watermelon.","Yes",NA,0,"context","watermelon"
63," is searching for things to watch online with their friend and finds a music video.",2,12,"short","time","No","short","things you watch online","negative","Angela"," finds a music video to watch online with their friend.","Yes",NA,1,"context","music video"
63," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,13,"warm","temperature","No","warm","days of the year","positive","Claire"," lives in Maryland and steps outside in Winter.","Yes",NA,0,"context","day in Winter"
63," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,14,"expensive","price","No","expensive","kitchen appliances","positive","Cameron"," finds a toaster and looks at the price.","Yes",NA,0,"context","toaster"
63," is searching for things to watch online with their friend and finds a movie.",3,15,"short","time","No","short","things you watch online","negative","Simon"," finds a movie to watch online with their friend.","Yes",NA,0,"context","movie"
64," is searching for things to watch online with their friend and finds a music video.",2,1,"long","time","Yes","long","things you watch online","positive","Mika"," finds a music video to watch online with their friend.","No",NA,1,"context","music video"
64," is sitting at a cafe watching people go by and sees a professional soccer player.",2,2," tall","height","Yes","tall","people","positive","Kathleen"," sees a professional soccer player.","No",NA,0,"context","soccer player"
64," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,3,"cheap","price","Yes","cheap","kitchen appliances","negative","Julia"," finds a toaster and looks at the price.","No",NA,1,"context","toaster"
64," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,4,"warm","temperature","Yes","warm","days of the year","positive","Charles"," lives in Maryland and steps outside in Fall.","No",NA,0,"context","day in Fall"
64," is sitting at a cafe watching people go by and sees a professional gymnast.",1,5," short","height","Yes","short","people","negative","Daniel"," sees a professional gymnast.","No",NA,1,"context","gymnast"
64," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,6,"cold","temperature","Yes","cold","days of the year","negative","Kim"," lives in Maryland and steps outside in Winter.","No",NA,1,"context","day in Winter"
64," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,7,"cheap","price","Yes","cheap","kitchen appliances","negative","Robert"," finds a bottle opener and looks at the price.","No",NA,1,"context","bottle opener"
64," is in the produce section of the supermarket and picks up a watermelon.",3,8,"light","weight","Yes","light","produce","negative","Cameron"," picks up a watermelon.","No",NA,0,"context","watermelon"
64," is sitting at a cafe watching people go by and sees a professional basketball player.",3,9," tall","height","Yes","tall","people","positive","Laura"," sees a professional basketball player.","No",NA,1,"context","basketball player"
64," is searching for things to watch online with their friend and finds a movie.",3,10,"long","time","Yes","long","things you watch online","positive","Maya"," finds a movie to watch online with their friend.","No",NA,1,"context","movie"
64," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,11,"expensive","price","Yes","expensive","kitchen appliances","positive","Anthony"," finds a dishwasher and looks at the price.","No",NA,1,"context","dishwasher"
64," is in the produce section of the supermarket and picks up a grape.",1,12,"light","weight","Yes","light","produce","negative","Tom"," picks up a grape.","No",NA,1,"context","grape"
64," is searching for things to watch online with their friend and finds a video of a cute animal.",1,13,"short","time","Yes","short","things you watch online","negative","Josh"," finds a video of a cute animal to watch online with their friend.","No",NA,0,"context","video of the cute animal"
64," is in the produce section of the supermarket and picks up an apple.",2,14,"heavy","weight","Yes","heavy","produce","positive","Simon"," picks up an apple.","No",NA,0,"context","apple"
64," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,15,"cold","temperature","Yes","cold","days of the year","negative","Alicia"," lives in Maryland and steps outside in Summer.","No",NA,0,"context","day in Summer"
